date,class,professor,prof_g_p,q_or_a,student_g_p,time,cont_call,number_m_p,number_w_p
18-Oct-18,210,Potoski,m,a,m,3,0,,
18-Oct-18,210,Potoski,m,q,w,3,0,,
18-Oct-18,210,Potoski,m,a,w,3,0,,
18-Oct-18,210,Potoski,m,a,w,3,0,,
18-Oct-18,210,Potoski,m,q,m,3,0,,
18-Oct-18,210,Potoski,m,a,w,3,0,,
8-Oct-18,210,Potoski,m,q,w,1,1,0,2
8-Oct-18,210,Potoski,m,q,w,1,0,,
8-Oct-18,210,Potoski,m,a,m,1,0,,
8-Oct-18,210,Potoski,m,a,w,1,0,,
8-Oct-18,210,Potoski,m,q,w,1,0,,
8-Oct-18,210,Potoski,m,q,w,2,0,,
8-Oct-18,210,Potoski,m,q,m,2,0,,
8-Oct-18,210,Potoski,m,q,m,2,0,,
8-Oct-18,210,Potoski,m,a,m,2,0,,
8-Oct-18,210,Potoski,m,a,w,2,0,,
8-Oct-18,210,Potoski,m,a,m,2,0,,
8-Oct-18,210,Potoski,m,q,w,3,0,,
8-Oct-18,210,Potoski,m,a,m,3,0,,
8-Oct-18,210,Potoski,m,q,w,3,0,,
8-Oct-18,210,Potoski,m,a,w,3,0,,
8-Oct-18,210,Potoski,m,a,w,3,0,,
8-Oct-18,210,Potoski,m,q,m,3,0,,
8-Oct-18,210,Potoski,m,a,w,3,0,,
10-Oct-18,210,Potoski,m,q,m,1,0,,
10-Oct-18,210,Potoski,m,a,m,1,0,,
10-Oct-18,210,Potoski,m,q,m,1,0,,
10-Oct-18,210,Potoski,m,q,m,1,0,,
10-Oct-18,210,Potoski,m,a,w,2,1,2,2
10-Oct-18,210,Potoski,m,a,m,2,1,2,2
10-Oct-18,210,Potoski,m,a,w,2,1,0,4
10-Oct-18,210,Potoski,m,a,w,2,1,2,4
10-Oct-18,210,Potoski,m,a,m,2,1,2,1
10-Oct-18,210,Potoski,m,a,w,2,1,1,2
10-Oct-18,210,Potoski,m,q,w,2,0,,
10-Oct-18,210,Potoski,m,q,w,2,1,1,1
10-Oct-18,210,Potoski,m,a,w,2,1,0,2
10-Oct-18,210,Potoski,m,q,w,2,0,,
10-Oct-18,210,Potoski,m,a,w,2,1,0,2
10-Oct-18,210,Potoski,m,a,w,2,1,1,4
10-Oct-18,210,Potoski,m,a,w,2,1,0,1
10-Oct-18,210,Potoski,m,a,m,2,1,1,1
10-Oct-18,210,Potoski,m,a,w,2,1,1,1
10-Oct-18,210,Potoski,m,a,w,2,1,3,4
10-Oct-18,210,Potoski,m,a,w,2,1,2,4
10-Oct-18,210,Potoski,m,a,m,2,1,3,2
10-Oct-18,210,Potoski,m,a,m,2,1,2,1
10-Oct-18,210,Potoski,m,a,w,3,1,2,3
10-Oct-18,210,Potoski,m,a,w,3,1,1,2
10-Oct-18,210,Potoski,m,a,m,3,1,2,0
