date,class,professor,prof_g_p,q_or_a,student_g_p,time,cont_call,number_m_p,number_w_p
10/10/18,210,Potoski,m,a,w,2,1,0,4
10/10/18,210,Potoski,m,a,w,2,1,2,4
10/10/18,210,Potoski,m,a,m,2,1,2,1
10/10/18,210,Potoski,m,a,w,2,1,1,2
10/10/18,210,Potoski,m,q,w,2,0,,
10/10/18,210,Potoski,m,q,w,2,1,1,1
10/10/18,210,Potoski,m,a,w,2,1,0,2
10/10/18,210,Potoski,m,q,w,2,0,,
10/10/18,210,Potoski,m,a,w,2,1,0,2
10/10/18,210,Potoski,m,a,w,2,1,1,4
10/10/18,210,Potoski,m,a,w,2,1,0,1
10/10/18,210,Potoski,m,a,m,2,1,1,1
10/10/18,210,Potoski,m,a,w,2,1,1,1
10/10/18,210,Potoski,m,a,w,2,1,3,4
10/10/18,210,Potoski,m,a,w,2,1,2,4
10/10/18,210,Potoski,m,a,m,2,1,3,2
10/10/18,210,Potoski,m,a,m,2,1,2,1
10/10/18,210,Potoski,m,a,w,3,1,2,3
10/10/18,210,Potoski,m,a,w,3,1,1,2
10/10/18,210,Potoski,m,a,m,3,1,2,0
10/17/18,210,Potoski,m,q,m,2,0,,
10/17/18,210,Potoski,m,a,w,2,0,,
10/17/18,210,Potoski,m,q,m,2,0,,
10/17/18,210,Potoski,m,q,w,3,0,,
10/17/18,210,Potoski,m,q,m,3,0,,
10/17/18,210,Potoski,m,q,m,3,0,,
10/17/18,210,Potoski,m,q,m,3,1,2,0
10/17/18,210,Potoski,m,q,w,3,0,,
10/18/18,210,Potoski,m,q,w,1,0,,
10/18/18,210,Potoski,m,a,m,1,0,,
10/18/18,210,Potoski,m,a,w,1,0,,
10/18/18,210,Potoski,m,a,m,1,0,,
10/18/18,210,Potoski,m,a,w,1,0,,
10/18/18,210,Potoski,m,a,m,1,0,,
10/18/18,210,Potoski,m,a,w,1,0,,
10/18/18,210,Potoski,m,q,m,1,0,,
10/18/18,210,Potoski,m,q,m,1,0,,
10/18/18,210,Potoski,m,a,w,1,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,q,m,2,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,q,m,2,0,,
10/18/18,210,Potoski,m,a,m,2,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,q,m,2,0,,
10/18/18,210,Potoski,m,q,w,2,0,,
10/18/18,210,Potoski,m,a,w,3,0,,
10/18/18,210,Potoski,m,q,w,3,0,,
10/18/18,210,Potoski,m,q,w,3,1,1,1
10/18/18,210,Potoski,m,a,w,3,0,,
10/18/18,210,Potoski,m,q,m,3,0,,
10/18/18,210,Potoski,m,q,w,3,,,
10/18/18,210,Potoski,m,q,w,3,0,,
10/18/18,210,Potoski,m,q,w,3,0,,
10/18/18,210,Potoski,m,q,w,3,0,,
10/18/18,210,Potoski,m,q,w,3,0,,
10/18/18,210,Potoski,m,q,m,3,0,,
10/18/18,210,Potoski,m,q,m,3,0,,
10/24/18,210,Potoski,m,a,m,1,0,,
10/24/18,210,Potoski,m,a,m,1,0,,
10/24/18,210,Potoski,m,a,w,1,0,,
10/24/18,210,Potoski,m,a,w,1,1,0,2
10/24/18,210,Potoski,m,a,w,1,0,,
10/24/18,210,Potoski,m,a,m,1,0,,
10/24/18,210,Potoski,m,a,w,1,0,,
10/24/18,210,Potoski,m,a,w,1,0,,
10/24/18,210,Potoski,m,a,m,1,0,,
10/24/18,210,Potoski,m,a,w,1,0,,
10/24/18,210,Potoski,m,q,w,1,0,,
10/24/18,210,Potoski,m,a,w,1,0,,
10/24/18,210,Potoski,m,a,m,2,1,1,1
10/24/18,210,Potoski,m,a,w,2,1,1,3
10/24/18,210,Potoski,m,q,m,2,0,,
10/24/18,210,Potoski,m,a,m,2,0,,
10/24/18,210,Potoski,m,q,m,2,0,,
10/24/18,210,Potoski,m,a,w,2,0,,
10/24/18,210,Potoski,m,a,w,2,0,,
10/24/18,210,Potoski,m,a,w,2,0,,
10/24/18,210,Potoski,m,a,w,2,0,,
10/24/18,210,Potoski,m,a,m,2,0,,
10/24/18,210,Potoski,m,q,w,3,0,,
10/24/18,210,Potoski,m,q,w,3,0,,
10/24/18,210,Potoski,m,a,m,3,0,,
10/24/18,210,Potoski,m,a,m,3,0,,
10/24/18,210,Potoski,m,a,w,3,0,,
10/29/18,210,Potoski,m,q,m,1,0,,
10/29/18,210,Potoski,m,q,m,2,0,,
10/29/18,210,Potoski,m,a,m,2,0,,
10/29/18,210,Potoski,m,q,w,2,0,,
10/29/18,210,Potoski,m,a,m,2,0,,
10/29/18,210,Potoski,m,a,w,2,0,,
10/29/18,210,Potoski,m,a,w,3,0,,
10/31/18,210,Potoski,m,q,w,1,0,,
10/31/18,210,Potoski,m,q,m,1,0,,
10/31/18,210,Potoski,m,a,m,1,0,,
10/31/18,210,Potoski,m,q,m,1,0,,
10/31/18,210,Potoski,m,q,m,2,0,,
10/31/18,210,Potoski,m,a,m,2,0,,
10/31/18,210,Potoski,m,q,w,2,0,,
10/31/18,210,Potoski,m,q,w,2,1,3,3
10/31/18,210,Potoski,m,q,m,2,0,,
10/31/18,210,Potoski,m,q,w,2,0,,
10/31/18,210,Potoski,m,a,w,2,0,,
10/31/18,210,Potoski,m,q,m,2,0,,
10/31/18,210,Potoski,m,q,m,2,1,2,0
10/31/18,210,Potoski,m,q,w,2,0,,
10/31/18,210,Potoski,m,q,m,2,0,,
10/31/18,210,Potoski,m,q,m,3,0,,
11/5/18,210,Potoski,m,q,m,1,0,,
11/5/18,210,Potoski,m,a,m,1,0,,
11/5/18,210,Potoski,m,q,m,1,0,,
11/5/18,210,Potoski,m,q,w,1,0,,
11/5/18,210,Potoski,m,a,m,1,0,,
11/5/18,210,Potoski,m,q,m,1,0,,
11/5/18,210,Potoski,m,a,w,1,0,,
11/5/18,210,Potoski,m,a,w,1,0,,
11/5/18,210,Potoski,m,q,m,1,0,,
11/5/18,210,Potoski,m,a,m,1,0,,
11/5/18,210,Potoski,m,q,w,1,0,,
11/5/18,210,Potoski,m,q,m,1,0,,
11/5/18,210,Potoski,m,a,m,1,0,,
11/5/18,210,Potoski,m,q,m,2,0,,
11/5/18,210,Potoski,m,q,w,2,1,1,1
11/5/18,210,Potoski,m,q,m,3,0,,
11/5/18,210,Potoski,m,q,m,3,0,,
11/7/18,210,Potoski,m,q,m,1,0,,
11/7/18,210,Potoski,m,q,w,1,0,,
11/7/18,210,Potoski,m,q,m,1,0,,
11/7/18,210,Potoski,m,q,w,1,0,,
11/7/18,210,Potoski,m,q,m,2,0,,
11/7/18,210,Potoski,m,q,m,2,0,,
11/7/18,210,Potoski,m,q,w,2,0,,
11/7/18,210,Potoski,m,q,m,2,0,,
11/7/18,210,Potoski,m,q,m,2,0,,
11/7/18,210,Potoski,m,q,m,2,0,,
11/7/18,210,Potoski,m,a,w,2,0,,
11/7/18,210,Potoski,m,a,m,2,1,2,1
11/7/18,210,Potoski,m,a,w,2,0,,
11/7/18,210,Potoski,m,a,w,2,0,,
11/7/18,210,Potoski,m,a,m,2,1,1,1
11/7/18,210,Potoski,m,a,m,2,1,2,0
11/7/18,210,Potoski,m,a,w,2,1,2,2
11/7/18,210,Potoski,m,q,m,3,0,,
11/14/18,210,Potoski,m,q,w,1,1,0,2
11/14/18,210,Potoski,m,q,w,1,0,,
11/14/18,210,Potoski,m,q,w,1,0,,
11/14/18,210,Potoski,m,q,m,1,0,,
11/14/18,210,Potoski,m,q,w,1,0,,
11/14/18,210,Potoski,m,q,m,1,0,,
11/14/18,210,Potoski,m,q,m,2,0,,
11/14/18,210,Potoski,m,q,m,3,0,,
11/14/18,210,Potoski,m,q,m,3,0,,
11/14/18,210,Potoski,m,q,m,3,0,,
11/14/18,210,Potoski,m,q,m,3,0,,
11/19/18,210,Potoski,m,q,m,1,0,,
11/19/18,210,Potoski,m,a,w,1,0,,
11/19/18,210,Potoski,m,a,w,1,0,,
11/19/18,210,Potoski,m,q,m,1,0,,
11/19/18,210,Potoski,m,a,m,1,0,,
11/19/18,210,Potoski,m,a,m,1,0,,
11/19/18,210,Potoski,m,a,m,2,1,2,1
11/19/18,210,Potoski,m,a,m,2,1,3,1
11/19/18,210,Potoski,m,a,w,2,1,1,1
11/19/18,210,Potoski,m,a,m,2,1,2,0
11/19/18,210,Potoski,m,a,w,2,1,0,1
11/19/18,210,Potoski,m,a,w,2,0,,
11/19/18,210,Potoski,m,a,m,2,0,,
11/19/18,210,Potoski,m,a,m,2,1,2,0
11/19/18,210,Potoski,m,a,m,2,0,,
11/19/18,210,Potoski,m,a,m,2,0,,
11/19/18,210,Potoski,m,q,m,3,0,,
11/26/18,210,Potoski,m,a,m,1,0,,
11/26/18,210,Potoski,m,q,m,1,0,,
11/26/18,210,Potoski,m,a,m,2,0,,
11/26/18,210,Potoski,m,a,m,2,0,,
11/26/18,210,Potoski,m,a,m,2,0,,
11/26/18,210,Potoski,m,q,m,2,0,,
11/26/18,210,Potoski,m,q,m,2,0,,
11/26/18,210,Potoski,m,q,w,3,0,,
11/26/18,210,Potoski,m,a,w,3,0,,
11/26/18,210,Potoski,m,q,w,3,0,,
11/26/18,210,Potoski,m,q,m,3,0,,
11/26/18,210,Potoski,m,q,w,3,1,0,3
11/26/18,210,Potoski,m,q,w,3,1,0,2
11/26/18,210,Potoski,m,q,w,3,0,,
11/28/18,210,Potoski,m,q,w,1,0,,
11/28/18,210,Potoski,m,q,w,1,0,,
11/28/18,210,Potoski,m,a,m,1,1,1,1
11/28/18,210,Potoski,m,q,m,2,0,,
11/28/18,210,Potoski,m,q,w,2,0,,
11/28/18,210,Potoski,m,q,m,2,0,,
11/28/18,210,Potoski,m,a,m,2,0,,
11/28/18,210,Potoski,m,q,w,2,1,1,1
11/28/18,210,Potoski,m,q,m,2,0,,
11/28/18,210,Potoski,m,a,m,2,0,,
11/28/18,210,Potoski,m,q,w,3,1,1,1
11/28/18,210,Potoski,m,q,m,3,0,,
11/28/18,210,Potoski,m,q,m,3,0,,
12/3/18,210,Potoski,m,a,w,1,1,0,1
12/3/18,210,Potoski,m,a,w,1,0,,
12/3/18,210,Potoski,m,q,m,1,0,,
12/3/18,210,Potoski,m,a,m,1,0,,
12/3/18,210,Potoski,m,q,m,2,0,,
12/3/18,210,Potoski,m,q,m,2,0,,
12/3/18,210,Potoski,m,a,w,2,0,,
12/3/18,210,Potoski,m,q,m,2,0,,
12/3/18,210,Potoski,m,q,w,2,0,,
12/3/18,210,Potoski,m,a,w,2,0,,
12/3/18,210,Potoski,m,a,w,3,0,,
12/3/18,210,Potoski,m,q,w,3,0,,
12/3/18,210,Potoski,m,a,w,3,0,,
12/3/18,210,Potoski,m,q,m,3,0,,
12/3/18,210,Potoski,m,q,w,3,0,,
12/5/18,210,Potoski,m,q,w,1,0,,
12/5/18,210,Potoski,m,q,w,1,0,,
12/5/18,210,Potoski,m,q,w,2,0,,
12/5/18,210,Potoski,m,q,m,2,1,2,0
12/5/18,210,Potoski,m,q,m,2,0,,
12/5/18,210,Potoski,m,q,m,2,0,,
12/5/18,210,Potoski,m,q,w,2,0,,
12/5/18,210,Potoski,m,q,m,2,0,,
12/5/18,210,Potoski,m,q,w,2,0,,
